,v1,v2,norm_text
233,ham,Yes:)here tv is always available in work place..,yes:)here tv available work place
234,spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence,text meet sexy today u find date flirt u. join 4 10p reply age eg sam 25 18 -msg recd@thirtyeight penny
235,ham,I have printed it oh. So  &lt;#&gt;  come upstairs,print oh   lt;#&gt   come upstairs
236,ham,Or ill be a little closer like at the bus stop on the same street,ill little closer like bus stop street
237,ham,Where are you?when wil you reach here?,you?when wil reach
238,ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",new theory argument win d situation lose person not argue ur friend kick amp correct
239,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597,u 447801259231 secret admirer look 2 contact u find r*reveal think ur special 09058094597
240,ham,Tomarrow final hearing on my laptop case so i cant.,tomarrow final hearing laptop case not
241,ham,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel v avent sportsx
242,ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better.",okay shine mean sign sound better
243,ham,"Although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. Thanx 4 everything dat u've done today, i'm touched...",tell u dat baig face watch like e watch u give cos fr u. thanx 4 dat u've today touch
244,ham,U don't remember that old commercial?,u remember old commercial
245,ham,Too late. I said i have the website. I didn't i have or dont have the slippers,late say website not slipper
246,ham,I asked you to call him now ok,ask ok
247,ham,Kallis wont bat in 2nd innings.,kallis will not bat 2nd innings
248,ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.,not work oh ok goodnight i.ll fix ready time wake dearly miss good night sleep
249,spam,Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,congratulation ur award 500 cd voucher 125gift guaranteed free entry 2 100 wkly draw txt music 87066 tncs www.ldew.com1win150ppmx3age16
250,ham,Ranjith cal drpd Deeraj and deepak 5min hold,ranjith cal drpd deeraj deepak 5min hold
251,ham,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",wen ur lovable bcums angry wid u dnt seriously coz angry d childish n true way show deep affection care n luv kettoda manda nice day da
252,ham,What you doing?how are you?,doing?how
253,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff.",up 3days shipping company take 2wks way usps take week get lag bribe nipost stuff
254,ham,"I'm back, lemme know when you're ready",lemme know ready
255,ham,Don't necessarily expect it to be done before you get back though because I'm just now headin out,necessarily expect headin
256,ham,Mmm so yummy babe ... Nice jolt to the suzy,mmm yummy babe nice jolt suzy
257,ham,Where are you lover ? I need you ...,lover need
258,spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,try contact reply offer video handset 750 anytime network min unlimited text camcorder reply 08000930705
259,ham,IÛ÷m parked next to a MINI!!!! When are you coming in today do you think?,iû÷m park mini come today think
260,ham,Yup,yup
261,ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.,go shop cos sis dun disturb u liao
262,ham,MY NO. IN LUTON 0125698789 RING ME IF UR AROUND! H*,luton 0125698789 ring ur h
263,spam,Hey I am really horny want to chat or see me naked text hot to 69698 text charged at 150pm to unsubscribe text stop 69698,hey horny want chat naked text hot 69698 text charge 150pm unsubscribe text stop 69698
264,ham,Why you Dint come with us.,dint come
265,ham,Same. Wana plan a trip sometme then,wana plan trip sometme
266,ham,"Not sure yet, still trying to get a hold of him",sure try hold
267,spam,Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,ur ringtone service change 25 free credit club4mobiles.com choose content stop txt club stop 87070 150p wk club4 po box1146 mk45 2wt
268,ham,The evo. I just had to download flash. Jealous?,evo download flash jealous
269,spam,Ringtone Club: Get the UK singles chart on your mobile each week and choose any top quality ringtone! This message is free of charge.,ringtone club uk single chart mobile week choose quality ringtone message free charge
270,ham,"Come to mu, we're sorting out our narcotics situation",come mu sort narcotic situation
271,ham,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay.",night end day morning come special way smile like sunny ray leave worry blue blue bay
272,spam,HMV BONUS SPECIAL 500 pounds of genuine HMV vouchers to be won. Just answer 4 easy questions. Play Now! Send HMV to 86688 More info:www.100percent-real.com,hmv bonus special 500 pound genuine hmv voucher win answer 4 easy question play send hmv 86688 info www.100percent real.com
273,ham,"Usf I guess, might as well take 1 car",usf guess 1 car
274,ham,No objection. My bf not coming.,objection bf come
275,ham,Thanx...,thanx
276,ham,Tell rob to mack his gf in the theater,tell rob mack gf theater
277,ham,"Awesome, I'll see you in a bit",awesome bit
278,ham,Just sent it. So what type of food do you like?,send type food like
279,ham,All done? All handed in? Celebrations in full swing yet?,hand celebration swing
280,ham,You got called a tool?,get call tool
281,ham,\Wen u miss someone,\wen u miss
282,ham,Ok. I asked for money how far,ok ask money far
283,ham,Okie...,okie
284,ham,"Yeah I think my usual guy's still passed out from last night, if you get ahold of anybody let me know and I'll throw down",yeah think usual guy pass night ahold anybody let know throw
285,ham,"K, I might come by tonight then if my class lets out early",k come tonight class let early
286,ham,Ok..,ok
287,ham,hi baby im cruisin with my girl friend what r u up 2? give me a call in and hour at home if thats alright or fone me on this fone now love jenny xxx,hi baby be cruisin girl friend r u 2 hour home s alright fone fone love jenny xxx
288,ham,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot love life love people life world call friend world:- ge:-
289,ham,"Dear,shall mail tonite.busy in the street,shall update you tonite.things are looking ok.varunnathu edukkukayee raksha ollu.but a good one in real sense.",dear shall mail tonite.busy street shall update tonite.thing look ok.varunnathu edukkukayee raksha ollu.but good real sense
290,ham,Hey you told your name to gautham ah?,hey tell gautham ah
291,ham,Haf u found him? I feel so stupid da v cam was working.,haf u find feel stupid da v cam work
292,ham,Oops. 4 got that bit.,oops 4 get bit
293,ham,Are you this much buzy,buzy
294,ham,I accidentally deleted the message. Resend please.,accidentally delete message resend
295,spam,T-Mobile customer you may now claim your FREE CAMERA PHONE upgrade & a pay & go sim card for your loyalty. Call on 0845 021 3680.Offer ends 28thFeb.T&C's apply,t mobile customer claim free camera phone upgrade pay sim card loyalty 0845 021 3680.offer end 28thfeb.t&c apply
296,ham,Unless it's a situation where YOU GO GURL would be more appropriate,situation gurl appropriate
297,ham,Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL,hurt tease cry end life die plz rise grave stupid miss u nice day bslvyl
298,ham,I cant pick the phone right now. Pls send a message,not pick phone right pls send message
299,ham,Need a coffee run tomo?Can't believe it's that time of week already,need coffee run tomo?can't believe time week
300,ham,"Awesome, I remember the last time we got somebody high for the first time with diesel :V",awesome remember time get somebody high time diesel v
301,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?",shit shocking scary not imagine second def night u think crash night save taxi
302,ham,Oh and by the way you do have more food in your fridge! Want to go out for a meal tonight? ,oh way food fridge want meal tonight
303,ham,He is a womdarfull actor,womdarfull actor
304,spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sms ac blind date 4u rodds1 21 m aberdeen united kingdom check http://img sms ac w icmb3cktz8r7!-4 blind date send hide
305,ham,Yup... From what i remb... I think should be can book... ,yup remb think book
306,ham,Jos ask if u wana meet up?,jos ask u wana meet
307,ham,Lol yes. Our friendship is hanging on a thread cause u won't buy stuff.,lol yes friendship hang thread cause u will buy stuff
308,spam,"TheMob> Check out our newest selection of content, Games, Tones, Gossip, babes and sport, Keep your mobile fit and funky text WAP to 82468",themob > check new selection content game tone gossip babe sport mobile fit funky text wap 82468
309,ham,Where are the garage keys? They aren't on the bookshelf,garage key bookshelf
310,ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,today accept day u accept brother sister lover dear1 best1 clos1 lvblefrnd jstfrnd cutefrnd lifpartnr belovd swtheart bstfrnd rply mean enemy
311,spam,"Think ur smart ? Win å£200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",think ur smart win å£200 week weekly quiz text play 85222 now!t&cs winnersclub po box 84 m26 3uz 16 + gbp1.50 week
312,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week,say friend get money definitely buy end week
313,ham,"Hi the way I was with u 2day, is the normal way&this is the real me. UR unique&I hope I know u 4 the rest of mylife. Hope u find wot was lost.",hi way u 2day normal way&this real ur unique&i hope know u 4 rest mylife hope u find wot lose
314,ham,You made my day. Do have a great day too.,day great day
315,ham,K.k:)advance happy pongal.,k.k:)advance happy pongal
316,ham,"Hmmm... Guess we can go 4 kb n power yoga... Haha, dunno we can tahan power yoga anot... Thk got lo oso, forgot liao...",hmmm guess 4 kb n power yoga haha dunno tahan power yoga anot thk get lo oso forget liao
